Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of Mentions,Flag
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,95.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,218.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,379.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,484.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,491.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1720.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,58.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,112.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,170.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,138.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,491.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,11.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,35.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,116.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,164.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,108.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,73.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,517.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,35-44,28.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,45-54,69.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,55-64,167.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,65-74,270.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,75-84,344.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,85+,265.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,Not stated,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory failure,J96,All Ages,1155.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,75-84,11.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,85+,12.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,All Ages,39.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,11.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,26.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,48.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,55.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,49.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,193.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,17.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,57.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,153.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,266.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,348.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,85+,415.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1265.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,15.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,49.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,139.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,186.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,85+,226.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,619.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,45-54,15.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,55-64,41.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,65-74,55.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,75-84,36.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,85+,30.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrest,I46,All Ages,181.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,12.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,47.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,92.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,153.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,176.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,486.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,55-64,44.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,65-74,67.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,75-84,107.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,85+,152.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Heart failure,I50,All Ages,386.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,13.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,43.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,92.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,143.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,121.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,413.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,25.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,73.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,108.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,150.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,159.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,537.0,
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,35-44,17.0,
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,45-54,35.0,
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,55-64,96.0,
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,65-74,133.0,
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,75-84,119.0,
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,85+,98.0,
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Sepsis,Sepsis,A40-A41,All Ages,505.0,
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,10.0,
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,40.0,
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,70.0,
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,91.0,
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,89.0,
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,303.0,
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,35-44,21.0,
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,45-54,66.0,
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,55-64,145.0,
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,65-74,234.0,
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,75-84,241.0,
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,85+,191.0,
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Diabetes,Diabetes,E10-E14,All Ages,906.0,
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,25-34,15.0,
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,35-44,24.0,
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,45-54,42.0,
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,55-64,44.0,
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,65-74,54.0,
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,75-84,23.0,
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Obesity,Obesity,E65-E68,All Ages,205.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,55-64,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,75-84,41.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,85+,68.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Alzheimer disease,Alzheimer disease,G30,All Ages,116.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,15.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,88.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,281.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,597.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,982.0,
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,35-44,17.0,
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,45-54,45.0,
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,55-64,115.0,
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,65-74,164.0,
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,75-84,197.0,
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,85+,131.0,
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,Not stated,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,Renal failure,Renal failure,N17-N19,All Ages,677.0,
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
